kode_pangan,food_name_original,category_original,tipe_bahan,source,source_url,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,notes
ER059,"Mangga indramayu, segar (Mango, indramayu, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.2,72,0.8,0.2,18.7,2.5,0.1,13,10,1.9,3,131.4,0.06,0.1,,178,"2,900",0.06,0.02,0.5,16,
ER060,"Mangga kopek, segar (Mango, kopek, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.5,56,0.4,0.2,14.6,2.0,0.3,16,10,1.7,2,102.9,0.04,0.1,,139,"6,520",0.03,0.01,0.4,27,
ER061,"Mangga kwini, segar (Mango, kwini, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.6,86,0.7,0.5,19.8,6.5,0.4,11,11,0.2,1,16.0,0.10,0.1,,932,,0.15,0.02,0.5,18,
ER062,"Mangga manalagi, segar (Mango, manalagi, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.5,133,1.0,0.1,32.1,11.8,0.3,20,23,1.0,70,161.0,0.00,0.0,0,4,,0.07,0.00,0.6,61,
ER063,"Mangga muda, segar (Mango, unripe, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.7,59,0.5,0.4,15.1,,0.3,12,11,0.4,2,108.2,0.05,0.1,,146,85,0.06,0.02,0.4,2,
ER064,"Manggis, segar (Mangosteen, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.0,63,0.6,0.6,15.6,1.5,0.2,8,12,0.8,10,61.9,0.10,0.1,,0,0,0.03,0.03,0.3,5,
ER065,"Markisa, segar (Giant Granadilla, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,64.7,144,3.5,1.2,29.8,11.4,0.8,27,203,1.4,37,453.8,0.11,0.1,0,969,691,0.02,0.17,2.0,10,
ER066,"Matoa, segar (Matoa, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.5,90,1.2,0.1,21.1,0.5,1.1,20,40,0.6,10,190.0,0.30,0.6,,2,,0.18,0.09,0.5,54,
ER067,"Melon, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,90.8,37,0.6,0.4,7.8,1.0,0.5,12,14,0.4,27,167.0,0.30,0.1,,1,0,0.02,0.10,0.0,0,
ER068,"Menteng, segar (Kepundung, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.0,65,1.7,0.3,16.1,,2.9,13,20,0.8,,,,,,,0,0.00,,,,
ER069,"Nanas palembang, segar (Pineapple,palembang,  fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.5,58,0.7,0.2,13.3,1.6,0.3,29,15,0.6,7,117.0,0.03,0.1,,17,,0.26,0.03,0.2,11,
ER070,"Nanas, segar (Pineapple, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.9,40,0.6,0.3,9.9,0.6,0.3,22,14,0.9,18,111.0,0.03,0.1,0,17,90,0.02,0.04,0.2,22,
ER071,"Nangka masak pohon, segar (Jack fruit, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,70.0,106,1.2,0.3,27.6,3.7,2.7,20,19,0.9,2,407.0,246.58,1.4,,149,330,0.07,0.10,1.0,7,
ER072,"Pala, daging, segar (Nutmeg, flesh, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.1,42,0.3,0.2,10.9,0.5,0.5,32,24,1.5,,,,,,,29,,,,22,
ER073,"Pepaya, segar (Papaya, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.7,46,0.5,0.1,12.2,1.6,0.6,23,12,1.7,4,221.0,0.02,0.3,,"1,038",365,0.04,0.06,0.4,78,
ER074,"Pisang ambon, segar (Banana, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.9,108,1.0,0.8,24.3,1.9,1.0,20,30,0.2,10,0.0,0.20,0.2,,37,,0.05,0.11,0.1,9,
ER075,"Pisang angleng (pisang ampyang), segar (Banana, ampyang, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.3,68,1.3,0.2,17.2,0.8,1.0,10,26,0.6,23,215.7,0.04,0.0,,9,76,0.08,0.05,2.5,6,
ER076,"Pisang ayam, segar (Banana, ayam, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.2,120,1.1,0.2,26.8,4.1,0.7,20,61,0.4,6,392.0,0.10,0.3,,24,,0.10,0.02,1.0,26,
ER077,"Pisang gapi, segar  (Banana, gapi, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.3,131,1.6,0.1,31.1,11.7,1.0,58,40,0.3,6,392.0,0.13,0.3,,13,,0.18,0.02,0.3,13,
ER078,"Pisang goroho, segar (Banana, goroho, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.4,119,1.5,0.2,27.9,4.6,1.0,2,30,0.2,36,359.0,0.13,0.3,,11,,0.15,0.02,1.1,10,
ER079,"Pisang hijau, segar (Banana, hijau, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,68.9,121,1.0,0.1,28.9,0.4,1.1,9,37,0.9,31,529.4,0.28,0.6,,48,"1,000",0.13,0.06,0.0,13,
ER080,"Pisang kayu, segar (Banana, kayu, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.4,100,1.4,0.5,23.6,2.6,0.6,15,0,0.1,1,493.0,0.08,0.3,,3,,0.10,0.00,0.6,11,
ER081,"Pisang kepok, segar (Banana, kepok, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.9,109,0.8,0.5,26.3,5.7,1.0,10,30,0.5,10,300.0,0.10,0.2,,0,,0.10,0.00,0.1,9,
ER082,"Pisang ketip, segar (Banana, ketip, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,63.4,145,1.1,0.3,34.5,6.6,0.7,5,54,0.1,4,726.0,0.15,0.5,,3,,0.13,0.02,0.8,95,
ER083,"Pisang kidang, segar (Banana, kidang, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.4,96,1.0,0.2,22.5,0.6,0.9,87,173,0.6,6,418.8,0.22,0.5,,38,58,0.04,0.10,0.9,2,
ER084,"Pisang lampung, segar (Banana, lamoung, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.1,99,1.3,0.2,25.6,4.3,0.8,10,19,0.9,28,475.0,0.25,0.5,,43,618,0.07,0.12,1.0,4,
ER085,"Pisang mas bali ampenan, segar  (Banana, mas bali ampenan, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.8,92,1.4,0.2,21.0,3.7,0.5,7,29,1.2,32,272.0,0.18,0.4,,14,,0.09,0.03,0.6,11,
ER086,"Pisang mas bali kopang, segar (Banana, mas bali, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,64.2,127,1.4,0.2,31.8,3.7,2.4,10,0,0.1,43,616.0,0.12,0.4,,21,,0.21,0.05,0.9,17,
ER087,"Pisang mas, segar (Banana, mas, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,64.2,127,1.4,0.2,33.6,1.4,0.6,7,25,0.8,42,392.0,195.78,0.5,,17,79,0.09,0.08,4.5,2,
ER088,"Pisang raja sereh, segar (Banana raja sereh, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.3,108,1.3,0.3,28.2,0.7,1.0,16,38,0.1,31,522.6,0.27,0.6,,48,480,0.02,0.08,1.1,2,
ER089,"Pisang raja, segar (Banana raja, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,65.8,120,1.2,0.2,31.8,5.3,1.0,10,22,0.8,35,582.2,0.31,0.7,,53,950,0.06,0.14,1.2,10,
ER090,"Pisang rotan, segar (Banana, rotan, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.1,98,1.3,1.2,20.5,1.0,0.9,17,51,1.1,24,406.9,0.21,0.5,,37,697,0.01,0.10,0.9,2,
ER091,"Pisang talas, segar (Banana, talas, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.0,113,1.2,0.2,26.7,4.4,0.9,22,22,0.6,29,48.0,0.26,0.1,,159,,0.12,0.03,1.0,9,
ER092,Pisang tujuh bulan (Banana),Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.9,94,0.6,0.2,22.5,3.7,0.8,50,20,0.2,0,4.0,0.10,0.4,0,72,,0.03,0.03,0.3,6,
ER093,"Pisang ua, segar (Banana, ua. Fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,67.8,128,0.8,0.5,30.2,8.1,0.7,12,28,0.7,33,382.0,0.20,0.3,,5,,0.09,0.01,1.2,4,
ER094,"Pisang uli, segar (Banana, uli, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,61.8,134,1.1,0.5,35.5,1.4,1.1,31,53,0.9,39,650.3,0.34,0.7,,59,113,0.11,0.16,1.4,3,
ER095,"Purut, segar (Lime, wild (Purut))",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.1,76,4.1,1.1,15.2,1.7,1.4,30,76,0.6,10,285.2,,,,27,93,0.01,0.11,0.0,0,
ER096,"Rambutan binjai, segar (Rambutan)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.0,76,0.5,0.2,18.0,3.8,0.3,15,22,1.2,22,120.0,0.20,0.2,,0,,0.19,0.01,0.4,13,
ER097,"Rambutan, segar (Rambutan)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.5,69,0.9,0.1,18.1,0.8,0.4,16,16,0.5,16,104.2,0.17,0.1,,0,0,0.00,0.07,0.5,58,
ER098,"Salak bali, segar (snake fruit, bali,fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.1,57,0.5,0.1,13.6,1.3,0.7,94,25,2.1,,,0.08,0.2,0,3,37,0.00,,,0,
ER099,"Salak medan, segar (snake fruit, medan, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.1,55,0.4,0.2,12.8,3.2,8.5,6,46,0.5,39,113.0,0.20,0.3,0,4,,0.04,0.03,,58,
ER100,"Salak pondoh, segar (snake fruit, pondoh, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.9,87,0.8,0.4,20.1,0.0,0.8,38,31,3.9,,,0.08,0.2,0,,40,0.00,0.12,0.1,8,
ER101,"Salak, segar (snake fruit, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.0,77,0.4,,20.9,,0.7,28,18,4.2,,,0.08,0.2,,4,0,0.04,,,2,
ER102,"Sawo duren, segar (Sapodilla, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.3,64,1.0,3.1,8.0,0.8,0.6,18,45,0.8,13,111.4,0.02,0.1,0,0,0,0.01,0.02,0.1,1,
ER103,"Sawo kecik, segar (Sapodilla, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.8,111,0.9,2.3,21.6,1.0,1.4,20,185,0.7,28,117.8,0.04,0.1,0,119,12,0.00,0.04,1.5,19,
ER104,"Sawo Manila, segar (Sapodilla, manila, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.5,92,0.5,1.1,22.4,9.5,0.5,25,12,1.0,26,110.2,0.04,0.1,0,111,60,0.01,0.04,1.4,21,
ER105,"Semangka, segar (Water melon, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,92.1,28,0.5,0.2,6.9,0.4,0.3,7,12,0.2,7,93.8,0.04,0.1,,315,590,0.05,0.05,0.3,6,
ER106,"Sirsak, segar (Soursop, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.7,65,1.0,0.3,16.3,3.2,0.7,14,27,0.6,2,298.9,0.08,1.0,,8,10,0.07,0.08,0.7,20,
ER107,"Sowa, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.7,48,1.6,0.6,9.1,45.0,10.0,50,40,0.3,9,0.0,0.10,1.5,0,364,,0.15,0.23,0.2,4,
ER108,"Srikaya, segar (Sugar apple,fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.4,63,1.1,0.5,13.9,2.1,1.1,127,30,2.7,,,,,0,,31,0.08,,,28,
ER109,"Sukun muda, segar (Breadfruit, young, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.4,119,1.4,0.2,28.1,1.4,1.0,24,44,1.4,24,414.4,0.09,0.1,,28,"4,896",0.17,0.17,3.7,52,
ER110,"Sukun tua, segar (Breadfruit, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,67.8,126,1.6,0.2,24.5,1.5,1.0,37,47,1.6,25,436.0,0.09,0.1,,30,"2,000",0.18,0.17,3.9,58,
ER111,"Vigus, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.0,44,2.4,0.1,8.3,,1.2,30,20,0.3,2,180.0,0.10,0.2,,,,0.26,0.01,,43,
ER112,"Wani, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,81.2,74,0.8,0.3,17.1,3.1,0.6,66,29,1.2,,,,,,,32,0.08,,,80,
EP001,Barongko,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.7,159,3.1,5.8,23.5,,0.7,35,65,1.2,46,78.0,0.30,0.6,,,,,,,,Bahan dasar terdiri dari pisang dihaluskan ditambah santan dan gula pasir kemudian dibungkus daun pisang dan dikukus
EP002,Dodol nanas,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,16.1,338,1.5,1.2,80.3,,0.9,,,,,,,,,,,0.30,,,8,
EP003,Getuk pisang,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.7,144,1.1,0.4,34.1,0.4,0.7,48,32,1.0,,,,,,,"1,240",0.55,,,0,
EP004,Keripik lampung,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,5.0,485,1.7,22.2,69.7,0.6,1.5,43,65,0.8,,,,,,,"1,464",0.34,,,0,
EP005,Ledre pisang,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,3.6,405,4.8,5.1,84.9,0.4,1.6,59,124,2.6,,,,,,4,"7,330",0.41,,,0,"Bahan dasar terdiri dari tepung terigu, gula, tepung beras, pidang raja"
EP006,Lempog durian,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,25.2,320,3.5,5.7,63.7,4.9,1.9,190,93,2.5,,,,,,,,0.05,0.04,,,Dodol duren
EP007,Loka anjoro,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.3,163,1.1,4.3,30.0,,1.3,,,,,,,,,,,,,,,Pisang kepok/raja direbus dengan santan sampai kental
EP008,Rica-rica taipa,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,86.7,49,1.6,0.3,10.0,,1.4,11,48,3.0,426,42.0,0.50,0.5,,13,,0.18,,,15,"Mangga muda diiris dicampur dengan cabai, udang kering dan terasi (Acar mangga muda)"
EP009,Rujak aceh,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,78.7,82,0.4,0.3,19.7,2.4,0.9,,,,,,,,,10,,0.22,0.03,,42,"Seperti Asinan. Bahan dasar terdiri dari buah batok, mangga, ketimun dan bengkuang."
EP010,Sale kesemek,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,25.0,296,1.1,0.6,71.4,,1.8,,,,,,,,,,,,,,3,
EP011,Sale pisang siam,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,28.9,281,2.4,0.7,66.1,1.0,2.0,41,64,1.2,,,,,,,272,0.10,,,0,
EP012,"Sale pisang, cilacap",Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,27.1,295,2.3,2.1,66.9,1.3,1.7,47,97,2.8,,,,,,,296,0.14,,,,
EP013,Sanggara belanda,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,47.1,242,6.4,7.1,38.2,,1.2,,,,,,,,,,,,,,,"Snack: Pisang raja dicelupkan kedalam kocokan telur, digoreng, dibelah diisi mentega, keju, dan gula yang telah dikocok bersama."
EP014,Tepung Pisang,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,13.8,338,2.9,0.4,80.6,5.3,2.1,23,62,4.0,18,734.0,0.10,0.5,,13,1,0.02,0.02,1.0,2,Pangan tunggal terolah/ produk yang berbahan baku pisang
EP015,Tepung Sukun,Buah,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,10.1,353,2.9,0.5,84.4,3.7,2.1,100,85,4.6,9,"2,008",0.10,0.6,,0,0,0.40,0.02,0.1,3,Pangan tunggal terolah/ produk yang berbahan baku sukun
GP053,Abon haruwan,Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,11.6,513,23.7,37.0,21.3,,6.4,25,25,0.5,61,15.0,0.00,0.2,,,,,,,,Abon dari ikan gabus
FR001,"Anak sapi, daging, gemuk, segar (Veal, meat, high fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,62.0,184,18.8,14.0,0.0,0.0,5.2,10,200,2.2,118,490.1,0.17,3.3,12,37,,0.13,0.17,7.0,,
FR002,"Anak sapi, daging, kurus, segar (Veal, meat, high fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.0,174,19.6,10.0,0.0,0.0,1.4,11,201,2.9,96,399.8,0.14,2.7,6,30,,0.08,0.14,5.7,0,
FR003,"Anak sapi, daging, sedang, segar (Veal, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,68.0,190,19.1,12.0,0.0,0.0,0.9,11,193,2.9,99,412.7,0.14,2.8,12,83,,0.14,0.15,5.9,0,
FR004,"Angsa, daging, segar (Goose, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,51.1,349,16.4,31.5,0.0,0.0,1.0,15,188,1.8,71,299.2,0.26,1.7,273,0,,0.10,0.24,7.1,0,
FR005,"Ayam, daging, segar (Chicken, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,55.9,298,18.2,25.0,0.0,0.0,0.9,14,200,1.5,109,385.9,0.11,0.6,245,0,,0.08,0.14,10.4,0,
FR006,"Ayam, dideh/darah, segar (Black puding (chicken blood), fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.0,75,13.8,1.9,0.7,0.0,1.6,15,9,1.3,337,234.0,,,15,,,0.02,,0.6,0,
FR007,"Ayam, hati, segar (Chicken liver, raw)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,53.4,261,27.4,16.1,1.6,0.0,1.5,118,373,15.8,"1,068",22.9,0.84,0.0,"4,957",169,"28,000",0.64,4.38,4.1,0,
FR008,"Babi, daging, gemuk,segar (Pork, medium fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,42.0,453,11.9,45.0,0.0,0.0,1.1,7,117,1.8,112,819.3,0.22,0.4,0,0,,0.58,0.59,5.9,0,
FR009,"Babi, daging, kurus, segar (Pork, lean, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,50.0,371,14.1,35.0,0.0,0.0,0.9,8,151,2.1,97,706.3,0.19,0.4,0,0,,0.67,0.33,5.4,0,
FR010,"Babi, ginjal, segar (Kidney, pork, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.1,110,16.3,4.6,0.8,0.0,1.2,11,246,8.0,139,390.0,0.71,3.2,39,10,,0.58,1.59,9.1,13,
FR011,"Babi, hati, segar (Liver, pork, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.3,129,19.7,4.8,1.7,0.0,1.5,10,362,18.0,110,447.0,0.58,0.1,"4,303",6,,0.40,1.16,5.7,23,
FR012,"Bebek (itik), daging, segar (Duck, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,54.3,321,16.0,28.6,0.0,0.0,1.1,15,188,1.8,54,199.0,0.21,1.2,273,0,,0.10,0.28,4.3,0,
FR013,"Bebek alabio, daging, segar (Duck, alabio, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,57.0,303,11.3,27.0,3.7,0.0,1.0,20,293,4.8,50,260.0,0.70,2.0,,0,,0.36,0.04,4.1,,
FR014,"Belibis, daging, segar (Whistling duck, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.3,131,20.2,4.3,2.8,0.0,1.4,8,192,9.6,46,104.0,1.20,1.6,,0,,0.37,0.08,2.7,,
FR015,"Burung, sarang, segar",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,24.8,281,37.5,0.3,32.1,,5.3,485,18,3.0,,,,,0,,,,,,0,
FR016,"Domba, daging, gemuk, segar (Lamb, meat, high fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,55.8,317,15.7,27.7,0.0,0.0,0.8,9,157,2.4,64,242.1,0.11,3.7,0,0,,0.14,0.23,6.5,0,
FR017,"Domba, daging, kurus,  segar (Lamb, meat, low fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.3,202,17.1,14.8,0.0,0.0,1.8,10,191,2.6,90,355.0,0.08,2.8,0,0,,0.15,0.26,5.7,0,
FR018,"Domba, ginjal, segar (Kidney, lamb, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,77.8,100,16.6,3.3,1.0,0.0,1.3,13,237,9.2,155,276.0,0.48,2.4,348,515,,0.51,2.35,7.5,13,
FR019,"Kambing, daging, segar (Goat, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,70.3,149,16.6,9.2,0.0,0.0,3.9,11,124,1.0,96,268.7,0.31,4.9,0,0,,0.09,0.23,5.0,0,
FR020,"Kelinci, daging, segar (Rabbit, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.3,142,16.9,7.8,0.0,0.0,1.0,7,350,1.0,49,371.1,,,0,0,0,0.11,0.11,6.8,,
FR021,"Kerbau, daging, segar (Buffalo, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.0,79,18.7,0.5,0.0,0.0,0.8,14,221,3.3,91,273.0,0.13,1.6,,,,0.06,0.17,5.0,0,
FR022,"Kuda, daging, segar (Horse, meat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.0,113,18.1,4.1,0.9,0.0,0.9,10,150,2.7,46,315.7,0.13,2.5,0,,,0.07,0.07,3.0,0,
FR023,"Sapi, babat, segar (Tripe, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.7,108,17.6,4.2,0.0,0.0,1.5,12,144,1.0,147,101.4,0.11,2.2,0,49,,0.15,0.17,1.7,0,
FR024,"Sapi, daging, gemuk, segar (Beef, high fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,60.0,273,17.5,22.0,0.0,0.0,0.5,10,150,2.6,93,267.0,0.17,6.4,12,0,,0.08,0.18,7.3,0,
FR025,"Sapi, daging, kurus, segar (Beef, low fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.0,174,19.6,10.0,0.0,0.0,1.4,11,181,2.9,83,489.0,0.07,4.9,6,181,,0.07,0.51,1.2,0,
FR026,"Sapi, daging, lemak sedang, segar (Beef, medium fat, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,66.0,201,18.8,14.0,0.0,0.0,1.2,11,170,2.8,105,378.0,4.58,5.2,9,198,,0.08,0.56,1.3,0,
FR027,"Sapi, daleman, segar (Offal, beef, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,70.1,183,12.0,14.4,1.4,0.0,2.1,43,319,1.8,277,160.0,0.10,0.8,,104,,0.31,0.22,8.4,,
FR028,"Sapi, dideh/darah (Black puding (cow's blood), fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,75.6,98,21.9,1.1,0.0,0.0,1.4,7,24,1.3,150,170.0,,0.2,15,214,,0.01,0.03,0.9,0,
FR029,"Sapi, ginjal, segar (Kidney, beef, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.9,137,15.0,8.1,0.9,0.0,1.1,9,221,7.9,200,230.2,,,348,583,,0.37,1.22,6.1,13,
FR030,"Sapi, keleponan, segar (Tripe, beef, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.8,84,10.5,4.6,0.2,0.0,0.9,20,13,2.1,73,318.0,0.20,1.7,857,34,,0.10,0.14,0.3,,
FR031,"Sapi, liver, segar (Liver, beef, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,69.7,132,19.7,3.2,6.0,0.0,1.4,7,358,6.6,110,213.0,0.51,2.3,"13,303",355,,0.26,1.52,11.4,31,
FR032,"Sapi, otak, segar (Brain, beef, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.9,123,10.4,8.6,0.8,0.0,1.3,16,330,3.6,112,243.8,0.26,0.9,0,0,,0.23,0.19,3.9,18,
FR033,"Sapi, usus, segar",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,76.7,126,14.0,7.2,1.5,0.0,0.6,14,115,4.0,,,,,61,0,,0.08,0.33,0.2,0,
FR034,"Ulat sagu segar (Caterpillar, sago palm, fresh)",Daging,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,65.9,241,5.8,21.6,5.8,2.8,0.9,20,70,0.5,210,210.0,1.00,7.7,,0,,0.17,1.45,0.1,,
FP001,"Ayam, ampela, goreng",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.8,270,32.3,11.2,9.9,0.0,1.8,129,314,4.9,980,,0.12,3.3,56,,0,0.21,,4.7,0,
FP002,"Ayam, usus, goreng",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.6,473,45.2,26.3,13.9,0.0,10.1,"1,407",458,8.4,,,,,6,,224,0.57,,0.0,,
FP003,"Bebek, daging, goreng",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,48.8,300,24.0,20.7,4.5,0.0,2.0,170,170,4.1,34,6.0,0.40,3.0,,0,,0.10,0.40,10.6,,
FP004,"Buaya, daging, dendeng, mentah",Daging,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,12.3,365,49.6,4.8,30.8,,2.5,60,130,4.3,500,680.0,0.20,11.6,,0,,,,0.2,,
